,Color_Name_,Color_Code,IMAGE,TAG: Color,id
1838,White,WHITLX,,,recthB8LUquR7l1ut
1839,NF Name White G with Black Graphic,NFNAUZ,A0e48LuWSdeyDV18a9c1_Screen%20Shot%202018-09-13%20at%201.59.48%20PM.jpg (https://dl.airtable.com/inl9N4lT62E4viQHZTLJ_A0e48LuWSdeyDV18a9c1_Screen%2520Shot%25202018-09-13%2520at%25201.59.48%2520PM.jpg),"Primary snow, Secondary black,  Bright High,  Contrast Medium, Field Large, Genre Jewel",recthE8elXHGnb2kA
1840,Dark Teal Primrose,DARKCU,hyNJQzaWRAaXsuBBi3aT_Screen%20Shot%202018-08-23%20at%206.40.21%20PM.png (https://dl.airtable.com/Oj9h9n9R6eNzpmG5m4de_hyNJQzaWRAaXsuBBi3aT_Screen%2520Shot%25202018-08-23%2520at%25206.40.21%2520PM.png),"Primary Green, Field Small, Contrast Medium, Bright Medium, Genre Floral, Secondary Ivory",recthPoYUoR2TSzyc
1841,The Austrian Zeltbahn Plaid,AUSTYR,0xUaStdT2eOvhd36dZcG_Screen%20Shot%202018-06-18%20at%201.43.28%20PM.png (https://dl.airtable.com/LgyWwVCbSxqyXrVPzBxA_0xUaStdT2eOvhd36dZcG_Screen%2520Shot%25202018-06-18%2520at%25201.43.28%2520PM.png),"Genre Plaid, Primary Brown, Secondary Brown, Field Large, Contrast Low, Bright Low",rectheCnL3VcKfOmE
1842,Maroon Paisley ,MAROZY,s9a03nWlSnardZ6uAuix_Screen%20Shot%202018-06-22%20at%2010.32.26%20AM.png (https://dl.airtable.com/6JHLT3P7RrmSsqkeRpkK_s9a03nWlSnardZ6uAuix_Screen%2520Shot%25202018-06-22%2520at%252010.32.26%2520AM.png),"Primary Purple, Secondary Pink, Field Medium, Contrast Medium, Bright Medium, Genre Floral",recthxUaSvjpLaEhw
1843,GLITCH STRIKEOFF,GLITUJ,0UZDMwCTVhDnU8pE4DBg_Screen%20Shot%202018-04-26%20at%203.28.53%20PM.png (https://dl.airtable.com/BJPNPLLERI2U2r2ACCbQ_0UZDMwCTVhDnU8pE4DBg_Screen%2520Shot%25202018-04-26%2520at%25203.28.53%2520PM.png),"Primary lightgray, Secondary darkslategray,  Bright High,  Contrast Low, Field Large, Genre Nature",rectiXcYmYJLFa88D
1844,The Pretty In Pink Plaid,PRTTYL,PuZBD5bQwuae94KLUyvm_Screen%20Shot%202017-07-18%20at%206.08.56%20PM.png (https://dl.airtable.com/WI05UE0fQjOgJbdvIG1Z_PuZBD5bQwuae94KLUyvm_Screen%2520Shot%25202017-07-18%2520at%25206.08.56%2520PM.png),"Genre Plaid, Primary Gray, Secondary Ivory, Field Small, Contrast Low, Bright Low",rectlCFJ9nwZjCRmA
1845,Navy Paisley,NAVYGZ,4kUvvwdASDiHsEHflxYb_Screen%20Shot%202018-07-17%20at%207.42.29%20PM.png (https://dl.airtable.com/MQBeyjxTUmabgOahiAg2_4kUvvwdASDiHsEHflxYb_Screen%2520Shot%25202018-07-17%2520at%25207.42.29%2520PM.png),"Primary black, Secondary darkgray,  Bright Low,  Contrast Medium, Field Medium, Genre Nature",rectm5XZgrNuoxt7K
1846,The Gregory Peck Plaid 3,GRGORB,1Lm681TUi4tjlzBPwnBQ_Screen%20Shot%202017-07-07%20at%202.57.34%20PM.png (https://dl.airtable.com/hNdZe4frRhugkMBZG81z_1Lm681TUi4tjlzBPwnBQ_Screen%2520Shot%25202017-07-07%2520at%25202.57.34%2520PM.png),"Primary darkslategray, Secondary lightslategrey,  Bright Medium,  Contrast Low, Field Large, Genre Happy",rectpr922edPSCsqP
1847,The Pet Sounds Plaid,PTSOAO,ZyipZl7EQi2i6PSMB2MM_Screen%20Shot%202017-09-05%20at%206.03.19%20PM.png (https://dl.airtable.com/XGRvJDn3TDC47gntizAW_ZyipZl7EQi2i6PSMB2MM_Screen%2520Shot%25202017-09-05%2520at%25206.03.19%2520PM.png),"Primary darkolivegreen, Secondary darkkhaki,  Bright Medium,  Contrast Low, Field Large, Genre Whimsy",rectsAPievKum81XH
1848,I know Nothing ,IKNORA,0GSxBMLWQV6VdQftbYtR_more%20space.JPG (https://dl.airtable.com/oLezpv42RtubkQwV0xnJ_0GSxBMLWQV6VdQftbYtR_more%2520space.JPG),"Primary Black, Secondary White, Field Small, Bright Low, Contrast Low",recu01KSaibGVBRsx
1849,Dot Lines Black on Sand,DOTLKG,wLPjcz7yRj6aMhhLU51X_Screen%20Shot%202018-06-21%20at%205.35.15%20PM.jpg (https://dl.airtable.com/cAbpEOYIQYGPTYgN7FXE_wLPjcz7yRj6aMhhLU51X_Screen%2520Shot%25202018-06-21%2520at%25205.35.15%2520PM.jpg),"Primary tan, Secondary darkolivegreen,  Bright High,  Contrast Low, Field Large, Genre Floral",recu1FD9o2p7CZFAa
1850,Rust Dots E,RUSTAP,pNxC1kPRR0ar6vtypESf_Screen%20Shot%202018-07-24%20at%2012.31.25%20PM.jpg (https://dl.airtable.com/ppvyM8IGSMOMPwJvgR4s_pNxC1kPRR0ar6vtypESf_Screen%2520Shot%25202018-07-24%2520at%252012.31.25%2520PM.jpg),"Primary dimgrey, Secondary rosybrown,  Bright Medium,  Contrast Low, Field Large, Genre Animation",recu1obhOReFMVe09
1851,Shadow Flower,BLACML,hEtRPwDrSpi7IRhWip8I_Screen%20Shot%202018-06-28%20at%2012.10.37%20PM.png (https://dl.airtable.com/Vo51BIeRVGUMr6Gspf6N_hEtRPwDrSpi7IRhWip8I_Screen%2520Shot%25202018-06-28%2520at%252012.10.37%2520PM.png),"Primary Black, Secondary Ivory, Field Medium, Contrast High, Bright Medium, Genre Floral",recu4ILklikzWGRce
1852,SKATE REAR,SKATZI,l3BtGCzqTZKGi7vv0P7e_Screen%20Shot%202018-09-11%20at%203.27.33%20PM.jpg (https://dl.airtable.com/jKpIGUkiRBy5Z2sjsRnp_l3BtGCzqTZKGi7vv0P7e_Screen%2520Shot%25202018-09-11%2520at%25203.27.33%2520PM.jpg),"Primary gainsboro, Secondary darkslategray,  Bright Medium,  Contrast Medium, Field Medium, Genre Floral",recu5vJ9dt5pSKowJ
1853,Point of Origin,POINIQ,HVqlvgnhTeCGPWldPCTM_Point%20Of%20Origin.jpg (https://dl.airtable.com/dlv5J58wTEyghwjPFtNx_HVqlvgnhTeCGPWldPCTM_Point%2520Of%2520Origin.jpg),"Primary dimgrey, Secondary black,  Bright Low,  Contrast Low, Field Medium, Genre Happy",recu7otxsBeQOr52g
1854,KIT Blue,KITBCG,C48GxDnSmeBXAJlk6DKQ_Screen%20Shot%202018-03-05%20at%2012.03.24%20PM.png (https://dl.airtable.com/RjqRT0keRXOOC06vyF0n_C48GxDnSmeBXAJlk6DKQ_Screen%2520Shot%25202018-03-05%2520at%252012.03.24%2520PM.png),"Primary darkgray,  Bright Medium,  Contrast Low, Field Large, Genre Jewel",recuB4cUyroanY1sp
1855,Sport Yellow Prep Stripe (R),SPORWI,d2bIXhbSjK6g8qwvf4EQ_Screen%20Shot%202018-04-18%20at%2011.43.04%20AM.png (https://dl.airtable.com/0Yr2k6qbRGqHHYONgwKm_d2bIXhbSjK6g8qwvf4EQ_Screen%2520Shot%25202018-04-18%2520at%252011.43.04%2520AM.png),"Primary khaki, Secondary floralwhite,  Bright High,  Contrast Low, Field Large, Genre Whimsy",recuBEvsCgC14DYSk
1856,SUNSET HAZE,SUNSSB,c6eEAjLuR8OOAs6ZFjIl_Screen%20Shot%202018-09-21%20at%202.53.41%20PM.png (https://dl.airtable.com/6rM2lzUlQNkyvra4ROwO_c6eEAjLuR8OOAs6ZFjIl_Screen%2520Shot%25202018-09-21%2520at%25202.53.41%2520PM.png),"Primary rosybrown, Secondary darkslategray,  Bright Medium,  Contrast Low, Field Large, Genre Floral",recuFxTHPvRJoXUKh
1857,Trippy-Stars,TRIPDA,Nbm3qSNhR9uBHzP1WYl6_Screen%20Shot%202017-11-21%20at%205.39.12%20PM.png (https://dl.airtable.com/megi3h3zSyiSNGy5aM61_Nbm3qSNhR9uBHzP1WYl6_Screen%2520Shot%25202017-11-21%2520at%25205.39.12%2520PM.png),"Primary lightsteelblue, Secondary darkslategray,  Bright Medium,  Contrast Low, Field Medium, Genre Stripe",recuHyXPut7jboh92
1858,Russian Dolls,NESDOL,N1OWee0lTWifTa8Gg4XA_Screen%20Shot%202017-05-11%20at%206.29.33%20PM.png (https://dl.airtable.com/99yZQsxRvNfaEWScc2AB_N1OWee0lTWifTa8Gg4XA_Screen%2520Shot%25202017-05-11%2520at%25206.29.33%2520PM.png),"Primary Black, Secondary Blue, Contrast Medium, Bright Medium, Field Medium, Genre Whimsy",recuIBSsbFZDxLwJl
1859,kate/marissa onboard color,KAT/GI,pfLu9I3TTEwpqW1mZ7em_rrPurple_Floral_Print_shop_preview.png (https://dl.airtable.com/fg6dZmu6SvOmHGiPWFyA_pfLu9I3TTEwpqW1mZ7em_rrPurple_Floral_Print_shop_preview.png),"Primary whitesmoke, Secondary grey,  Bright High,  Contrast Low, Field Large, Genre Jewel",recuM6XSkfkukHy4N
1860,Infrared,INFRON,85o7P3PUTIipuwxjhbyo_Screen%20Shot%202018-03-05%20at%202.51.25%20PM.png (https://dl.airtable.com/Lfbrm2aZQsCsPdm6CalG_85o7P3PUTIipuwxjhbyo_Screen%2520Shot%25202018-03-05%2520at%25202.51.25%2520PM.png),"Primary crimson,  Bright Medium,  Contrast Low, Field Large, Genre Geometric",recuQlvW2vzxTkhQh
1861,Teal r0 g104 b101,TALRRG,BEbXwATVKzhsQrUo3e0w_Screen%20Shot%202018-06-22%20at%204.38.20%20PM.jpg (https://dl.airtable.com/1GGBAiZkRbeIh7IHOctU_BEbXwATVKzhsQrUo3e0w_Screen%2520Shot%25202018-06-22%2520at%25204.38.20%2520PM.jpg),"Primary teal,  Bright Low,  Contrast Low, Field Large, Genre Nature",recuVNv4kZNRll71p
1862,blue teal r17 g112 b132,BLUTSI,fBocuzcFRBClDGa213eH_blue-teal.jpg (https://dl.airtable.com/BjolzsQ7QgFG3Dm809Pw_fBocuzcFRBClDGa213eH_blue-teal.jpg),"Primary teal,  Bright Low,  Contrast Low, Field Medium, Genre Stripe",recuZ6m0DesamC49i
1863,Words ,Blac,,,recudL6UcTK5nTsMT
1864,Upstate Florals,BLUSHY,j7M5EYA9RCGpe6YMk1OA_Screen%20Shot%202017-08-03%20at%2012.27.43%20PM.png (https://dl.airtable.com/A2gECHgbRheHdhJIHB8a_j7M5EYA9RCGpe6YMk1OA_Screen%2520Shot%25202017-08-03%2520at%252012.27.43%2520PM.png),"Primary lightgray, Secondary darkslategray,  Bright Medium,  Contrast Low, Field Large, Genre Jewel",recuhlNX7wIjixt5B
1865,The Blue and Black Mini Plaid,BLUAZM,cUyxMwWmTzivQlQhvtnJ_Screen%20Shot%202017-10-26%20at%201.18.17%20PM.png (https://dl.airtable.com/rEXKqYMKRq6NgqghY2AZ_cUyxMwWmTzivQlQhvtnJ_Screen%2520Shot%25202017-10-26%2520at%25201.18.17%2520PM.png),"Genre Plaid, Primary Blue, Secondary Black, Field Small, Contrast Low, Bright Low",recujKPkQyGrh5AEQ
1866,Lime Gingham,LIMGRN,a9QB4ColR4WIGhgVxMxO_Screen%20Shot%202018-06-14%20at%2012.21.24%20PM.png (https://dl.airtable.com/GdHG841QGybrionY16JY_a9QB4ColR4WIGhgVxMxO_Screen%2520Shot%25202018-06-14%2520at%252012.21.24%2520PM.png),"Primary silver, Secondary greenyellow,  Bright High,  Contrast Low, Field Large, Genre Nature",reculcVAUWf5aodnW
1867,Sand w/ Pink Florals,SANDZO,LNgI1lpoSjuuPD8uB5BZ_Screen%20Shot%202018-05-25%20at%202.25.37%20PM.png (https://dl.airtable.com/VXFnDccBSWCKIYtmuwtr_LNgI1lpoSjuuPD8uB5BZ_Screen%2520Shot%25202018-05-25%2520at%25202.25.37%2520PM.png),"Primary rosybrown, Secondary dimgrey,  Bright Medium,  Contrast Low, Field Large, Genre Happy",recun3JdYHchwVyhC
1868,PEACE OUT TEE,PACOWZ,Ioov57oeQhusaUY75Wxs_Screen%20Shot%202018-04-05%20at%202.44.54%20PM.png (https://dl.airtable.com/OV2rFtCZTb6LjxCkwSBD_Ioov57oeQhusaUY75Wxs_Screen%2520Shot%25202018-04-05%2520at%25202.44.54%2520PM.png),"Primary lavender, Secondary mediumvioletred,  Bright High,  Contrast Low, Field Large, Genre Jewel",recurFfPPDulgZsZd
1869,Sky Blue Disks,SKYBLD,et2HxeFTRmDgN8TO1RKg_Screen%20Shot%202018-03-05%20at%203.30.53%20PM.png (https://dl.airtable.com/hiFoGlFbRbO3QPtLofQs_et2HxeFTRmDgN8TO1RKg_Screen%2520Shot%25202018-03-05%2520at%25203.30.53%2520PM.png),"Primary darkgray, Secondary black,  Bright Medium,  Contrast Low, Field Large, Genre Jewel",recuxr87MHME9mSyW
1870,florals c50\c75\f50,FLORMI,iAAU7aq4R0GYoNx2jROj_Screen%20Shot%202018-07-24%20at%204.43.48%20PM.jpg (https://dl.airtable.com/Qnm970gxT7PdXEEegRx0_iAAU7aq4R0GYoNx2jROj_Screen%2520Shot%25202018-07-24%2520at%25204.43.48%2520PM.jpg),"Primary black, Secondary rosybrown,  Bright Medium,  Contrast Low, Field Large, ",recuyxk9cn3UWdGdT
1871,Black & White Geo,BLACKY,qVDWQIniSeWivMgA5hrz_Screen%20Shot%202017-08-03%20at%203.27.22%20PM.png (https://dl.airtable.com/VYgxM9NJRv6q5tnASMCV_qVDWQIniSeWivMgA5hrz_Screen%2520Shot%25202017-08-03%2520at%25203.27.22%2520PM.png),"Primary darkslategray, Secondary lightgray,  Bright Medium,  Contrast Low, Field Medium, Genre Jewel",recuz4AXqSfLmI90l
1872,White Bleeding Florals,WHITBW,EIZzQ8EhTSel6QelLuhI_Screen%20Shot%202017-08-03%20at%201.17.20%20PM.png (https://dl.airtable.com/bBHMB6IFQ9eZRBvAcE4L_EIZzQ8EhTSel6QelLuhI_Screen%2520Shot%25202017-08-03%2520at%25201.17.20%2520PM.png),"Primary brown, Secondary snow,  Bright Medium,  Contrast Medium, Field Large, Genre Whimsy",recv0zZFMHud24gIE
1873,The Grandpas Fishermans Vintage Flannel Plaid,WRINYN,K5caHPxqTAeuRgB9wgtT_Screen%20Shot%202017-09-05%20at%205.04.50%20PM.png (https://dl.airtable.com/ZkQ3QLTmSOinuZPhEtiz_K5caHPxqTAeuRgB9wgtT_Screen%2520Shot%25202017-09-05%2520at%25205.04.50%2520PM.png),"Genre Plaid, Primary Blue, Secondary Black, Field Large, Contrast Medium, Contrast Low",recv2toSbKBeeTq9X
1874,Mosstone Batik,MOSSNS,p8A7P7XnQniFMZGOP3Fk_Screen%20Shot%202018-07-05%20at%204.01.49%20PM.png (https://dl.airtable.com/cxJrBB44T7fwjpXL8K6G_p8A7P7XnQniFMZGOP3Fk_Screen%2520Shot%25202018-07-05%2520at%25204.01.49%2520PM.png),"Primary Green, Secondary White, Field Small, Contrast Medium, Bright Low, Genre Floral",recv4HGuddVFXZceu
1875,The Pink Friday Plaid,PINKLT,ERUj6WHXTymVv2OQRBe9_Screen%20Shot%202018-01-15%20at%203.11.02%20PM.png (https://dl.airtable.com/ejX9Vub4QluOyxDDm348_ERUj6WHXTymVv2OQRBe9_Screen%2520Shot%25202018-01-15%2520at%25203.11.02%2520PM.png),"Primary gainsboro, Secondary lavender,  Bright High,  Contrast Low, Field Large, Genre Floral",recv4ejWpkvNJH5oE
1876,SOLID WHITE ,SOLIDB,c5DOqL92Rjai23E3RCfN_SOLIDWHITE.JPG (https://dl.airtable.com/wgayT0DQxSVgdc6g9cnx_c5DOqL92Rjai23E3RCfN_SOLIDWHITE.JPG),"Primary White, Field Solid",recv5D66Q1piGODuW
1877,NF Name 2Fatigue Graphic,NFNAFI,rNWRbtfTWCEwXxF1zGr8_2Fatigue%20Screen%20Shot%202018-09-28%20at%203.13.45%20PM.jpg (https://dl.airtable.com/Y2ZNlDLNQl6GK3szBAXr_rNWRbtfTWCEwXxF1zGr8_2Fatigue%2520Screen%2520Shot%25202018-09-28%2520at%25203.13.45%2520PM.jpg),"Primary darkolivegreen, Secondary black,  Bright Low,  Contrast Low, Field Large, Genre Happy",recv6AE3thOPxVAPY
1878,Midnight Garden ,MIDNLY,LmniKcN1R9WNQjXcHiI6_Screen%20Shot%202018-01-29%20at%202.00.04%20PM.png (https://dl.airtable.com/XwuaPBnBTkCtN2OJeQKR_LmniKcN1R9WNQjXcHiI6_Screen%2520Shot%25202018-01-29%2520at%25202.00.04%2520PM.png),"Primary Blue, Secondary Pink, Field Medium, Contrast Medium, Bright Medium, Genre Floral, Genre Nature",recv6YvvlQw25n0Rz
1879,Marble C,MARBZG,BAbtPb0XRAim7whFRB17_Screen%20Shot%202018-07-24%20at%2012.16.19%20PM.jpg (https://dl.airtable.com/Ee3MTO7TXqP8aqBXiikT_BAbtPb0XRAim7whFRB17_Screen%2520Shot%25202018-07-24%2520at%252012.16.19%2520PM.jpg),"Primary sienna, Secondary wheat,  Bright Medium,  Contrast Low, Field Medium, Genre Animation",recvAcThncPw7bOxW
1880,Winter Cherry Kisses,CHRYRD,9za1FwxVQee4UGwS0oaP_Screen%20Shot%202017-05-08%20at%202.14.31%20PM.png (https://dl.airtable.com/PoEA2alMQmIInlv1YCyw_9za1FwxVQee4UGwS0oaP_Screen%2520Shot%25202017-05-08%2520at%25202.14.31%2520PM.png),"Primary White, Secondary Red, Field Large, Contrast High, Bright High, Genre Nature",recvEe6dB5k7Y4ltw
1881,Hot Pink,HOTPWY,KefJJUKaSwuiDRHlvLxp_Screen%20Shot%202018-03-22%20at%205.15.49%20PM.png (https://dl.airtable.com/OvoGNDTncztNrT8B2weY_KefJJUKaSwuiDRHlvLxp_Screen%2520Shot%25202018-03-22%2520at%25205.15.49%2520PM.png),"Primary deeppink,  Bright Medium,  Contrast Low, Field Large, Genre Stripe",recvHqXh0vL0dit2b
1882,Violin Kisses,MAGNTV,OlfsH7U5Rl2oBTgatnBP_Screen%20Shot%202017-06-01%20at%2011.59.41%20AM.png (https://dl.airtable.com/5aQ0TtB7R0qdZwu3sQid_OlfsH7U5Rl2oBTgatnBP_Screen%2520Shot%25202017-06-01%2520at%252011.59.41%2520AM.png),"Contrast Low, Bright Low, Genre Whimsy, Field Small, Secondary Purple, Primary Purple",recvKNN6nKc0zpi7S
1883,RAINBOW LETTERS BLUE,RAINPR,jvg1laiiQEmQM5AUXLBQ_Screen%20Shot%202018-08-14%20at%203.52.45%20PM.png (https://dl.airtable.com/iltDZESxODyuqjEt273w_jvg1laiiQEmQM5AUXLBQ_Screen%2520Shot%25202018-08-14%2520at%25203.52.45%2520PM.png),"Primary sienna, Secondary darkslateblue,  Bright Low,  Contrast Low, Field Medium, Genre Floral",recvKz7j71LucSuDi
1884,Poppy Fields,POPPWF,4oyrVstTfeDEMIxDT8Eo_Screen%20Shot%202018-07-26%20at%203.37.43%20PM.png (https://dl.airtable.com/CBwV8WtGQDumyq1rE6vW_4oyrVstTfeDEMIxDT8Eo_Screen%2520Shot%25202018-07-26%2520at%25203.37.43%2520PM.png),"Primary White, Secondary Red, Field Medium, Contrast High, Bright High, Genre Floral, Genre Nature",recvNmVnF4cTBHrcB
1885,The Zhang Plaid,ZHANAK,JZbcYoTSjecQSttmHE4D_Screen%20Shot%202018-01-15%20at%203.12.52%20PM.png (https://dl.airtable.com/V0Emt4KoTQKenIY7vCmV_JZbcYoTSjecQSttmHE4D_Screen%2520Shot%25202018-01-15%2520at%25203.12.52%2520PM.png),"Primary firebrick, Secondary rosybrown,  Bright Medium,  Contrast Low, Field Medium, Genre Stripe",recvRKltIBkgNHvyy
1886,BOOMBOX- PILLOW,BOOMVD,Ok4YnooMSY2bYdxK0WI3_BOOMBOX-PILLOW.png (https://dl.airtable.com/rQIisP3YSRmuUMYFMvze_Ok4YnooMSY2bYdxK0WI3_BOOMBOX-PILLOW.png),"Primary whitesmoke, Secondary saddlebrown,  Bright High,  Contrast Medium, Field Large, Genre Jewel",recvS8qM0D5kZbsJ5
1887,NF Sunburst Patch 3x3 1Nike Circle Patch,NFSUNW,J6qCYTINSBWgQ8eLRmAd_1Nike%20Screen%20Shot%202018-09-28%20at%203.29.17%20PM.jpg (https://dl.airtable.com/4XxTiOPUSGaMjrR6zxeW_J6qCYTINSBWgQ8eLRmAd_1Nike%2520Screen%2520Shot%25202018-09-28%2520at%25203.29.17%2520PM.jpg),"Primary gainsboro, Secondary darkslategray,  Bright High,  Contrast Low, Field Large, Genre Nature",recvTtcWqGNS63Up7
1888,Julia's Song,ORANSA,7miMFUTRWfqJ1FmNh6zw_Screen%20Shot%202017-12-05%20at%205.39.05%20PM.png (https://dl.airtable.com/T9rYeczHRpuEg5Z4oBae_7miMFUTRWfqJ1FmNh6zw_Screen%2520Shot%25202017-12-05%2520at%25205.39.05%2520PM.png),"Primary Blue, Secondary Orange, Field Medium, Contrast Medium, Bright High, Genre Floral, Genre Stripe",recvVnBrLrtxfynE9
1889,Sand w/ Peacoat Floral,SANDTP,F8hdruF0StacyYHZh67t_Screen%20Shot%202018-05-25%20at%202.14.24%20PM.png (https://dl.airtable.com/NJ9RbTg4Q5iyaALc2fUm_F8hdruF0StacyYHZh67t_Screen%2520Shot%25202018-05-25%2520at%25202.14.24%2520PM.png),"Primary rosybrown, Secondary darkslategray,  Bright Medium,  Contrast Low, Field Large, Genre Floral",recvWbxB39xAYeQdD
1890,Blush,BLUSHZ,xsPWkRwSQa6LOIZbYYQw_Screen%20Shot%202017-08-25%20at%202.25.03%20PM.png (https://dl.airtable.com/JCfoN7uS1iJuwbZxV4Vj_xsPWkRwSQa6LOIZbYYQw_Screen%2520Shot%25202017-08-25%2520at%25202.25.03%2520PM.png),"Primary Pink, Field Solid, Bright Low",recvcGyjTvbO6O6gM
1891,SPACE TEDDY LS,SPACCC,vuBAqjm9R5aRELOknnnc_Screen%20Shot%202018-06-05%20at%2011.47.35%20AM.png (https://dl.airtable.com/V1teOUMHRjCowzibLwFv_vuBAqjm9R5aRELOknnnc_Screen%2520Shot%25202018-06-05%2520at%252011.47.35%2520AM.png),"Primary dimgrey, Secondary lavender,  Bright High,  Contrast Low, Field Large, ",recviFoXZ3w2PjtWF
1892,Purple and Pink Paisley Floral,PURPLY,,,recviQdsgOUe6vict
1893,Lime Beach Floral,LIMBJG,w678q9ZTSbKK2IGsLlZD_Screen%20Shot%202018-04-18%20at%2011.16.48%20AM.png (https://dl.airtable.com/rLk0OLtRJ2wXfxDKbXGg_w678q9ZTSbKK2IGsLlZD_Screen%2520Shot%25202018-04-18%2520at%252011.16.48%2520AM.png),"Primary darkkhaki, Secondary darkslategray,  Bright Medium,  Contrast Low, Field Large, Genre Nature",recvimTcmYZvsJZW4
1894,Red Teardrop,RDTAIR,mfiD49QTVGyzXug0b41b_Screen%20Shot%202017-12-19%20at%203.55.30%20PM.png (https://dl.airtable.com/w9vRme0VQcuQD5V5s7Ub_mfiD49QTVGyzXug0b41b_Screen%2520Shot%25202017-12-19%2520at%25203.55.30%2520PM.png),"Primary Red, Secondary White, Field Small, Contrast High, Bright High, Genre Geometric",recvj8uVTExGngYt0
1895,The Cars Plaid,CARSBG,zsrf6HnSb2JrXHT5D9MD_Screen%20Shot%202018-03-19%20at%204.15.01%20PM.png (https://dl.airtable.com/7bmjRdtsQYOBQ625oejw_zsrf6HnSb2JrXHT5D9MD_Screen%2520Shot%25202018-03-19%2520at%25204.15.01%2520PM.png),"Primary darkslategray, Secondary grey,  Bright Medium,  Contrast Low, Field Large, Genre Jewel",recvlqdWvcVutsJxV
1896,Psychadelic Floral ,PSYFLO,VtYnaC1HQCClkvJ3C9fV_Screen%20Shot%202017-05-08%20at%2010.04.18%20AM.png (https://dl.airtable.com/XwytnBlTVKRLh9pV1bR8_VtYnaC1HQCClkvJ3C9fV_Screen%2520Shot%25202017-05-08%2520at%252010.04.18%2520AM.png),"Contrast Medium, Bright Medium, Genre Floral, Field Small, Secondary Green, Primary Red",recvm0F1IG2QVVgOO
1897,The Siddhartha Plaid,SIDDRF,wspWj7pyTg69GCPrjBRh_Screen%20Shot%202018-11-26%20at%201.32.28%20PM.png (https://dl.airtable.com/Y0jUjEKeQseURPsjLXfA_wspWj7pyTg69GCPrjBRh_Screen%2520Shot%25202018-11-26%2520at%25201.32.28%2520PM.png),"Primary lightgray, Secondary slategray,  Bright Medium,  Contrast Low, Field Large, Genre Floral",recvoFTqmDnTZBE7D
1898,HOT PINK MINI FLORAL,HOTPKD,822VbE8mSNi9bbKwoKhG_Screen%20Shot%202018-09-21%20at%202.55.46%20PM.png (https://dl.airtable.com/XlbKASnQwbKIiDDlNRlw_822VbE8mSNi9bbKwoKhG_Screen%2520Shot%25202018-09-21%2520at%25202.55.46%2520PM.png),"Contrast Low, Bright Medium, Genre Floral, Field Small, Secondary White, Primary Pink",recvphVPAdnFBv89A
1899,Purple Fireworks,PURPVV,Cab1TDI7QYysiu6evoBe_Screen%20Shot%202017-12-06%20at%2010.41.06%20AM.png (https://dl.airtable.com/4o1a3S8BR164QmoL2m0y_Cab1TDI7QYysiu6evoBe_Screen%2520Shot%25202017-12-06%2520at%252010.41.06%2520AM.png),"Primary midnightblue, Secondary lavender,  Bright High,  Contrast Low, Field Large, Genre Animal",recvrjMEI5BK8yGpS
1900,NF Maryam Poem 7x7 White G with Blk Circle Patch,NFMAXU,zl1QnioTPKuvs5rtDi8w_Screen%20Shot%202018-09-28%20at%2011.37.50%20AM.jpg (https://dl.airtable.com/ooCTETooQUFMkVuXLWWA_zl1QnioTPKuvs5rtDi8w_Screen%2520Shot%25202018-09-28%2520at%252011.37.50%2520AM.jpg),"Primary darkslategray, Secondary whitesmoke,  Bright High,  Contrast Low, Field Large, Genre Jewel",recvse5ML0hhyZIKi
1901,CLAWMOCHI BLUE,CLAWJU,nIYYEnUkREeR1zYgEu2L_Screen%20Shot%202018-08-21%20at%205.39.09%20PM.png (https://dl.airtable.com/5niQOSWfHh8iS9DCDgPJ_nIYYEnUkREeR1zYgEu2L_Screen%2520Shot%25202018-08-21%2520at%25205.39.09%2520PM.png),"Primary darkslateblue,  Bright Low,  Contrast Low, Field Large, ",recw08I6dTR23hpQk
1902,Brown,BROWJS,0Fq9wslRfCu0jmCj11OI_Screen%20Shot%202018-10-18%20at%203.16.32%20PM.jpg (https://dl.airtable.com/DNpMA1YNQkeeYAGt8PIP_0Fq9wslRfCu0jmCj11OI_Screen%2520Shot%25202018-10-18%2520at%25203.16.32%2520PM.jpg),"Primary saddlebrown,  Bright Low,  Contrast Low, Field Medium, Genre Nature",recw1twUniGKH0l2k
1903,NAVY WITH PINK HURDLES,NVPIHU,0iiCP1FSR4WFu3zlwPVM_Screen%20Shot%202017-05-18%20at%203.58.14%20PM.png (https://dl.airtable.com/eEQOgQKFRVuDL3ObrYiE_0iiCP1FSR4WFu3zlwPVM_Screen%2520Shot%25202017-05-18%2520at%25203.58.14%2520PM.png),"Primary midnightblue, Secondary thistle,  Bright Low,  Contrast Low, Field Medium, Genre Nature",recw513qEWXIWNMe3
1904,Icon Stripe,ICONJC,Hnp0sBSzRnWctLGS0ifd_Screen%20Shot%202018-04-18%20at%2010.55.15%20AM.png (https://dl.airtable.com/LfalyGwYTBC9CX1KDlqA_Hnp0sBSzRnWctLGS0ifd_Screen%2520Shot%25202018-04-18%2520at%252010.55.15%2520AM.png),"Primary indianred, Secondary mistyrose,  Bright High,  Contrast Low, Field Large, Genre Floral",recw8PUFEYgftEuvp
